variable_order,variable_original,variable_recoded,label_original,label_pt,label_en,form_name_pt,form_name_en,field_type,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Branching Logic (Show field only if...),Required Field?,Field Annotation,eleg_arm_1,1visit_arm_1,2visit_arm_1,3visit_arm_1,Variable column (Original),Included,Factor,Level_pt
145,dass21_18,dass_18_too_emotional,Senti que estava um pouco emotivo/sensível demais,Sensível demais,Overly emotional,escore_de_depresso_ansiedade_e_estresse,dass,radio,"0, Não se aplicou de maneira alguma | 1, Aplicou-se em algum grau, ou por pouco de tempo | 2, Aplicou-se em um grau considerável, ou por uma boa parte do tempo | 3, Aplicou-se muito, ou na maioria do tempo",,,,,,y,,,1,,1,EO,1,"data$dass_18_too_emotional.factor = factor(data$dass_18_too_emotional,levels=c(""0"",""1"",""2"",""3"")) # dass_18_too_emotional 96","levels(data$dass_18_too_emotional.factor)=c(""Não se aplicou de maneira alguma"",""Aplicou-se em algum grau, ou por pouco de tempo"",""Aplicou-se em um grau considerável, ou por uma boa parte do tempo"",""Aplicou-se muito, ou na maioria do tempo"") # dass_18_too_emotional 240"
146,dass21_19,dass_19_palpitation,"Sabia que meu coração estava alterado mesmo não tendo feito nenhum esforço físico (ex. aumento da frequência cardíaca, disritmia cardíaca)",Alteração cardíaca sem esforço,Cardiac alteration without exertion,escore_de_depresso_ansiedade_e_estresse,dass,radio,"0, Não se aplicou de maneira alguma | 1, Aplicou-se em algum grau, ou por pouco de tempo | 2, Aplicou-se em um grau considerável, ou por uma boa parte do tempo | 3, Aplicou-se muito, ou na maioria do tempo",,,,,,y,,,1,,1,EP,1,"data$dass_19_palpitation.factor = factor(data$dass_19_palpitation,levels=c(""0"",""1"",""2"",""3"")) # dass_19_palpitation 92","levels(data$dass_19_palpitation.factor)=c(""Não se aplicou de maneira alguma"",""Aplicou-se em algum grau, ou por pouco de tempo"",""Aplicou-se em um grau considerável, ou por uma boa parte do tempo"",""Aplicou-se muito, ou na maioria do tempo"") # dass_19_palpitation 238"
147,dass21_20,dass_20_fear,Senti medo sem motivo,Medo sem motivo,Fear without reason,escore_de_depresso_ansiedade_e_estresse,dass,radio,"0, Não se aplicou de maneira alguma | 1, Aplicou-se em algum grau, ou por pouco de tempo | 2, Aplicou-se em um grau considerável, ou por uma boa parte do tempo | 3, Aplicou-se muito, ou na maioria do tempo",,,,,,y,,,1,,1,EQ,1,"data$dass_20_fear.factor = factor(data$dass_20_fear,levels=c(""0"",""1"",""2"",""3"")) # dass_20_fear 78","levels(data$dass_20_fear.factor)=c(""Não se aplicou de maneira alguma"",""Aplicou-se em algum grau, ou por pouco de tempo"",""Aplicou-se em um grau considerável, ou por uma boa parte do tempo"",""Aplicou-se muito, ou na maioria do tempo"") # dass_20_fear 231"
148,dass21_21,dass_21_no_meaning,Senti que a vida não tinha sentido,Sentiu que a vida não tinha sentido,Felt life had no meaning,escore_de_depresso_ansiedade_e_estresse,dass,radio,"0, Não se aplicou de maneira alguma | 1, Aplicou-se em algum grau, ou por pouco de tempo | 2, Aplicou-se em um grau considerável, ou por uma boa parte do tempo | 3, Aplicou-se muito, ou na maioria do tempo",,,,,,y,,,1,,1,ER,1,"data$dass_21_no_meaning.factor = factor(data$dass_21_no_meaning,levels=c(""0"",""1"",""2"",""3"")) # dass_21_no_meaning 90","levels(data$dass_21_no_meaning.factor)=c(""Não se aplicou de maneira alguma"",""Aplicou-se em algum grau, ou por pouco de tempo"",""Aplicou-se em um grau considerável, ou por uma boa parte do tempo"",""Aplicou-se muito, ou na maioria do tempo"") # dass_21_no_meaning 237"
149,dass_depression,dass_score_depression,DASS-21 Depression Result,Resultado DASS-21 Depressão,DASS-21 Depression score,escore_de_depresso_ansiedade_e_estresse,dass,text,,,,,,,," @CALCTEXT((sum([dass21_3:value], [dass21_5:value], [dass21_10:value], [dass21_13:value], [dass21_16:value], [dass21_17:value], [dass21_21:value]))*2)
@HIDDEN",,1,,1,ES,1,,
150,dass_anxiety,dass_score_anxiety,"DASS-21 Anxiety Result	",Resultado DASS-21 Ansiedade,DASS-21 Anxiety score,escore_de_depresso_ansiedade_e_estresse,dass,text,,,,,,,," @CALCTEXT((sum([dass21_2:value], [dass21_4:value], [dass21_7:value], [dass21_9:value], [dass21_15:value], [dass21_19:value], [dass21_20:value]))*2)
@HIDDEN",,1,,1,ET,1,,
151,dass_stress,dass_score_stress,"DASS-21 Stress Result	",Resultado DASS-21 Stress,DASS-21 Stress score,escore_de_depresso_ansiedade_e_estresse,dass,text,,,,,,,," @CALCTEXT((sum([dass21_1:value], [dass21_6:value], [dass21_8:value], [dass21_11:value], [dass21_12:value], [dass21_14:value], [dass21_18:value]))*2)
@HIDDEN",,1,,1,EU,1,,
152,dass21_upload,dass21_upload,PDF upload,Upload DASS-21,DASS-21 PDF Upload,escore_de_depresso_ansiedade_e_estresse,dass,file,,,,,,,, @HIDDEN-SURVEY,,1,,1,EV,0,,
153,escore_de_depresso_ansiedade_e_estresse_complete,dass_complete,Complete?,Formulário escore_de_depresso_ansiedade_e_estresse completo?,Form escore_de_depresso_ansiedade_e_estresse complete?,escore_de_depresso_ansiedade_e_estresse,dass,radio,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,,1,,1,EW,1,"data$dass_complete.factor = factor(data$dass_complete,levels=c(""0"",""1"",""2"")) # dass_complete 76","levels(data$dass_complete.factor)=c(""Incomplete"",""Unverified"",""Complete"") # dass_complete 73"
154,escala_de_compulso_alimentar_timestamp,ecap_timestamp,Survey Timestamp,Timestamp pesquisa,Survey timestamp,escala_de_compulso_alimentar,ecap,text,,,datetime_dmy,,,,,,,1,,1,EX,1,,
155,ecap1,ecap1,#1,ecap1,bes1,escala_de_compulso_alimentar,ecap,1,"1, Eu não me sinto constrangido(a) com o meu peso ou o tamanho do meu corpo quando estou com outras pessoas. | 2, Eu me sinto preocupado(a) em como pareço para os outros, mas isto, normalmente, não me faz sentir desapontado(a) comigo mesmo(a). | 3, Eu fico mesmo constrangido(a) com a minha aparência e o meu peso, o que me faz sentir desapontado(a) comigo mesmo(a). | 4, Eu me sinto muito constrangido(a) com o meu peso e, freqüentemente, sinto muita vergonha e desprezo por mim mesmo(a). Tento evitar contatos sociais por causa desse constrangimento.",,,,,,y,,,1,,1,EY,0,"data$ecap1.factor = factor(data$ecap1,levels=c(""1"",""2"",""3"",""4"")) # ecap1 64","levels(data$ecap1.factor)=c(""Eu não me sinto constrangido(a) com o meu peso ou o tamanho do meu corpo quando estou com outras pessoas."",""Eu me sinto preocupado(a) em como pareço para os outros, mas isto, normalmente, não me faz sentir desapontado(a) comigo mesmo(a)."",""Eu fico mesmo constrangido(a) com a minha aparência e o meu peso, o que me faz sentir desapontado(a) comigo mesmo(a)."",""Eu me sinto muito constrangido(a) com o meu peso e, freqüentemente, sinto muita vergonha e desprezo por mim mesmo(a). Tento evitar contatos sociais por causa desse constrangimento."") # ecap1 571"
156,ecap2,ecap2,#2,ecap2,bes2,escala_de_compulso_alimentar,ecap,2,"1, Eu não tenho nenhuma dificuldade para comer devagar, de maneira | 2, Embora pareça que eu devore os alimentos, não acabo me sentindo empanturrado(a) por comer demais. | 3, Às vezes tendo a comer rapidamente, sentindo-me então desconfortavelmente cheio(a) depois. | 4, Eu tenho o hábito de engolir minha comida sem realmente mastigá- la. Quando isto acontece, em geral me sinto desconfortavelmente empanturrado(a) por ter comido demais.",,,,,,y,,,1,,1,EZ,0,"data$ecap2.factor = factor(data$ecap2,levels=c(""1"",""2"",""3"",""4"")) # ecap2 64","levels(data$ecap2.factor)=c(""Eu não tenho nenhuma dificuldade para comer devagar, de maneira"",""Embora pareça que eu devore os alimentos, não acabo me sentindo empanturrado(a) por comer demais."",""Às vezes tendo a comer rapidamente, sentindo-me então desconfortavelmente cheio(a) depois."",""Eu tenho o hábito de engolir minha comida sem realmente mastigá- la. Quando isto acontece, em geral me sinto desconfortavelmente empanturrado(a) por ter comido demais."") # ecap2 457"
157,ecap3,ecap3,#3,ecap3,bes3,escala_de_compulso_alimentar,ecap,3,"1, Eu me sinto capaz de controlar meus impulsos para comer, quando eu quero. | 2, Eu sinto que tenho falhado em controlar meu comportamento alimentar mais do que a média das pessoas. | 3, Eu me sinto totalmente incapaz de controlar meus impulsos para comer. | 4, Por me sentir tão incapaz de controlar meu comportamento alimentar, entro em desespero tentando manter o controle.",,,,,,y,,,1,,1,FA,0,"data$ecap3.factor = factor(data$ecap3,levels=c(""1"",""2"",""3"",""4"")) # ecap3 64","levels(data$ecap3.factor)=c(""Eu me sinto capaz de controlar meus impulsos para comer, quando eu quero."",""Eu sinto que tenho falhado em controlar meu comportamento alimentar mais do que a média das pessoas."",""Eu me sinto totalmente incapaz de controlar meus impulsos para comer."",""Por me sentir tão incapaz de controlar meu comportamento alimentar, entro em desespero tentando manter o controle."") # ecap3 396"
158,ecap4,ecap4,#4,ecap4,bes4,escala_de_compulso_alimentar,ecap,4,"1, Eu não tenho o hábito de comer quando estou chateado(a). | 2, Às vezes eu como quando estou chateado(a) mas, freqüentemente, sou capaz de me ocupar e afastar minha mente da comida. | 3, Eu tenho o hábito regular de comer quando estou chateado(a) mas, de vez em quando, posso usar alguma outra atividade para afastar minha mente da comida | 4, Eu tenho o forte hábito de comer quando estou chateado(a). Nada parece me ajudar a parar com esse hábito",,,,,,y,,,1,,1,FB,0,"data$ecap4.factor = factor(data$ecap4,levels=c(""1"",""2"",""3"",""4"")) # ecap4 64","levels(data$ecap4.factor)=c(""Eu não tenho o hábito de comer quando estou chateado(a)."",""Às vezes eu como quando estou chateado(a) mas, freqüentemente, sou capaz de me ocupar e afastar minha mente da comida."",""Eu tenho o hábito regular de comer quando estou chateado(a) mas, de vez em quando, posso usar alguma outra atividade para afastar minha mente da comida"",""Eu tenho o forte hábito de comer quando estou chateado(a). Nada parece me ajudar a parar com esse hábito"") # ecap4 469"
159,ecap5,ecap5,#5,ecap5,bes5,escala_de_compulso_alimentar,ecap,5,"1, Normalmente quando como alguma coisa é porque estou fisicamente com fome. | 2, De vez em quando como alguma coisa por impulso, mesmo quando não estou realmente com fome. | 3, Eu tenho o hábito regular de comer alimentos que realmente não aprecio para satisfazer uma sensação de fome, mesmo que fisicamente eu não necessite de comida. | 4, Mesmo que não esteja fisicamente com fome, tenho uma sensação de fome em minha boca que somente parece ser satisfeita quando eu como um alimento, tipo um sanduíche, que enche a minha boca. Às vezes, quando eu como o alimento para satisfazer minha ""fome na boca"", em seguida eu o cuspo, assim não ganharei peso.",,,,,,y,,,1,,1,FC,0,"data$ecap5.factor = factor(data$ecap5,levels=c(""1"",""2"",""3"",""4"")) # ecap5 64","levels(data$ecap5.factor)=c(""Normalmente quando como alguma coisa é porque estou fisicamente com fome."",""De vez em quando como alguma coisa por impulso, mesmo quando não estou realmente com fome."",""Eu tenho o hábito regular de comer alimentos que realmente não aprecio para satisfazer uma sensação de fome, mesmo que fisicamente eu não necessite de comida."",""Mesmo que não esteja fisicamente com fome, tenho uma sensação de fome em minha boca que somente parece ser satisfeita quando eu como um alimento, tipo um sanduíche, que enche a minha boca. Às vezes, quando eu como o alimento para satisfazer minha fome na boca, em seguida eu o cuspo, assim não ganharei peso."") # ecap5 669"
160,ecap6,ecap6,#6,ecap6,bes6,escala_de_compulso_alimentar,ecap,6,"1, Eu não sinto qualquer culpa ou ódio de mim mesmo(a) depois de comer demais. | 2, De vez em quando sinto culpa ou ódio de mim mesmo(a) depois de comer demais. | 3, Quase o tempo todo sinto muita culpa ou ódio de mim mesmo(a) depois de comer demais.",,,,,,y,,,1,,1,FD,0,"data$ecap6.factor = factor(data$ecap6,levels=c(""1"",""2"",""3"")) # ecap6 60","levels(data$ecap6.factor)=c(""Eu não sinto qualquer culpa ou ódio de mim mesmo(a) depois de comer demais."",""De vez em quando sinto culpa ou ódio de mim mesmo(a) depois de comer demais."",""Quase o tempo todo sinto muita culpa ou ódio de mim mesmo(a) depois de comer demais."") # ecap6 272"
161,ecap7,ecap7,#7,ecap7,bes7,escala_de_compulso_alimentar,ecap,7,"1, Eu não perco o controle total da minha alimentação quando estou em dieta, mesmo após períodos em que como demais. | 2, Às vezes, quando estou em dieta e como um alimento proibido, sinto como se tivesse estragado tudo e como ainda mais. | 3, Freqüentemente, quando como demais durante uma dieta, tenho o hábito de dizer para mim mesmo(a): ""agora que estraguei tudo, porque não irei até o fim"". Quando isto acontece, eu como ainda mais. | 4, Eu tenho o hábito regular de começar dietas rigorosas por mim mesmo(a), mas quebro as dietas entrando numa compulsão alimentar. Minha vida parece ser ""uma festa"" ou ""um morrer de fome"".",,,,,,y,,,1,,1,FE,0,"data$ecap7.factor = factor(data$ecap7,levels=c(""1"",""2"",""3"",""4"")) # ecap7 64","levels(data$ecap7.factor)=c(""Eu não perco o controle total da minha alimentação quando estou em dieta, mesmo após períodos em que como demais."",""Às vezes, quando estou em dieta e como um alimento proibido, sinto como se tivesse estragado tudo e como ainda mais."",""Freqüentemente, quando como demais durante uma dieta, tenho o hábito de dizer para mim mesmo(a): agora que estraguei tudo, porque não irei até o fim. Quando isto acontece, eu como ainda mais."",""Eu tenho o hábito regular de começar dietas rigorosas por mim mesmo(a), mas quebro as dietas entrando numa compulsão alimentar. Minha vida parece ser uma festa ou um morrer de fome."") # ecap7 641"
162,ecap8,ecap8,#8,ecap8,bes8,escala_de_compulso_alimentar,ecap,8,"1, Eu raramente como tanta comida a ponto de me sentir desconfortavelmente empanturrado(a) depois. | 2, Normalmente, cerca de uma vez por mês, como uma tal quantidade de comida que acabo me sentindo muito empanturrado(a). | 3, Eu tenho períodos regulares durante o mês, quando como grandes quantidades de comida, seja na hora das refeições, seja nos lanches. | 4, Eu como tanta comida que, regularmente, me sinto bastante desconfortável depois de comer e, algumas vezes, um pouco enjoado(a).",,,,,,y,,,1,,1,FF,0,"data$ecap8.factor = factor(data$ecap8,levels=c(""1"",""2"",""3"",""4"")) # ecap8 64","levels(data$ecap8.factor)=c(""Eu raramente como tanta comida a ponto de me sentir desconfortavelmente empanturrado(a) depois."",""Normalmente, cerca de uma vez por mês, como uma tal quantidade de comida que acabo me sentindo muito empanturrado(a)."",""Eu tenho períodos regulares durante o mês, quando como grandes quantidades de comida, seja na hora das refeições, seja nos lanches."",""Eu como tanta comida que, regularmente, me sinto bastante desconfortável depois de comer e, algumas vezes, um pouco enjoado(a)."") # ecap8 510"
163,ecap9,ecap9,#9,ecap9,bes9,escala_de_compulso_alimentar,ecap,9,"1, Em geral, minha ingesta calórica não sobe a níveis muito altos, nem desce a níveis muito baixos. | 2, Às vezes, depois de comer demais, tento reduzir minha ingesta calórica para quase nada, para compensar o excesso de calorias que ingeri. | 3, Eu tenho o hábito regular de comer demais durante a noite. Parece que a minha rotina não é estar com fome de manhã, mas comer demais à noite. | 4, Na minha vida adulta tenho tido períodos, que duram semanas, nos quais praticamente me mato de fome. Isto se segue a períodos em que como demais. Parece que vivo uma vida de ""festa"" ou de ""morrer de fome"".",,,,,,y,,,1,,1,FG,0,"data$ecap9.factor = factor(data$ecap9,levels=c(""1"",""2"",""3"",""4"")) # ecap9 64","levels(data$ecap9.factor)=c(""Em geral, minha ingesta calórica não sobe a níveis muito altos, nem desce a níveis muito baixos."",""Às vezes, depois de comer demais, tento reduzir minha ingesta calórica para quase nada, para compensar o excesso de calorias que ingeri."",""Eu tenho o hábito regular de comer demais durante a noite. Parece que a minha rotina não é estar com fome de manhã, mas comer demais à noite."",""Na minha vida adulta tenho tido períodos, que duram semanas, nos quais praticamente me mato de fome. Isto se segue a períodos em que como demais. Parece que vivo uma vida de festa ou de morrer de fome."") # ecap9 614"
164,ecap10,ecap10,#10,ecap10,bes10,escala_de_compulso_alimentar,ecap,10,"1, Normalmente eu sou capaz de parar de comer quando quero. Eu sei quando ""já chega"". | 2, De vez em quando, eu tenho uma compulsão para comer que parece que não posso controlar. | 3, Freqüentemente tenho fortes impulsos para comer que parece que não sou capaz de controlar, mas, em outras ocasiões, posso controlar meus impulsos para comer. | 4, Eu me sinto incapaz de controlar impulsos para comer. Eu tenho medo de não ser capaz de parar de comer por vontade própria.",,,,,,y,,,1,,1,FH,0,"data$ecap10.factor = factor(data$ecap10,levels=c(""1"",""2"",""3"",""4"")) # ecap10 66","levels(data$ecap10.factor)=c(""Normalmente eu sou capaz de parar de comer quando quero. Eu sei quando já chega."",""De vez em quando, eu tenho uma compulsão para comer que parece que não posso controlar."",""Freqüentemente tenho fortes impulsos para comer que parece que não sou capaz de controlar, mas, em outras ocasiões, posso controlar meus impulsos para comer."",""Eu me sinto incapaz de controlar impulsos para comer. Eu tenho medo de não ser capaz de parar de comer por vontade própria."") # ecap10 488"
165,ecap11,ecap11,#11,ecap11,bes11,escala_de_compulso_alimentar,ecap,11,"1, Eu não tenho problema algum para parar de comer quando me sinto cheio(a). | 2, Eu, normalmente, posso parar de comer quando me sinto cheio(a) mas, de vez em quando, comer demais me deixa desconfortavelmente empanturrado(a). | 3, Eu tenho um problema para parar de comer uma vez que eu tenha começado e, normalmente, sinto-me desconfortavelmente empanturrado(a) depois que faço uma refeição. | 4, Por eu ter o problema de não ser capaz de parar de comer quando quero, às vezes tenho que provocar o vômito, usar laxativos e/ou diuréticos para aliviar minha sensação de empanturramento.",,,,,,y,,,1,,1,FI,0,"data$ecap11.factor = factor(data$ecap11,levels=c(""1"",""2"",""3"",""4"")) # ecap11 66","levels(data$ecap11.factor)=c(""Eu não tenho problema algum para parar de comer quando me sinto cheio(a)."",""Eu, normalmente, posso parar de comer quando me sinto cheio(a) mas, de vez em quando, comer demais me deixa desconfortavelmente empanturrado(a)."",""Eu tenho um problema para parar de comer uma vez que eu tenha começado e, normalmente, sinto-me desconfortavelmente empanturrado(a) depois que faço uma refeição."",""Por eu ter o problema de não ser capaz de parar de comer quando quero, às vezes tenho que provocar o vômito, usar laxativos e/ou diuréticos para aliviar minha sensação de empanturramento."") # ecap11 606"
